Date,Time,Class,RoadSection,Highway,Direction
2023-09-15,19:55,A2,桃園交流道-機場系統交流道,國道1號,S
2023-09-16,21:05,A2,林口交流道-桃園交流道,國道1號,S
2023-09-17,10:30,A2,泰山轉接道-機場系統交流道,國道1號_高架,N
2023-09-15,17:45,A2,泰山轉接道-機場系統交流道,國道1號_高架,S
2023-09-15,19:35,A2,泰山轉接道-機場系統交流道,國道1號_高架,N
2023-09-22,16:10,A2,泰山轉接道-林口交流道,國道1號,N
2023-09-23,15:50,A2,泰山轉接道-林口交流道,國道1號,N
2023-09-24,15:30,A2,五股轉接道-五股交流道,國道1號,N
2023-09-22,17:30,A2,桃園交流道-機場系統交流道,國道1號,N
2023-09-25,14:40,A2,五股交流道-泰山轉接道,國道1號,N
2023-09-26,00:20,A2,桃園交流道-機場系統交流道,國道1號,S
2023-09-26,18:55,A2,林口交流道-桃園交流道,國道1號,S
2023-09-06,19:20,A2,林口交流道-桃園交流道,國道1號,N
2023-09-26,16:10,A2,泰山轉接道-機場系統交流道,國道1號_高架,N
2023-09-22,17:25,A2,泰山轉接道-林口交流道,國道1號,S
2023-09-28,15:05,A2,林口交流道-桃園交流道,國道1號,S
2023-09-14,14:40,A2,桃園交流道-機場系統交流道,國道1號,S
2023-09-23,17:15,A2,泰山轉接道-機場系統交流道,國道1號_高架,N
2023-09-30,18:25,A2,五股交流道-泰山轉接道,國道1號,S
2023-09-01,19:50,A2,三重交流道-五股轉接道,國道1號,S
2023-09-06,09:20,A2,台北交流道-三重交流道,國道1號,N
2023-09-07,00:40,A2,三重交流道-五股轉接道,國道1號,S
2023-09-07,23:15,A2,三重交流道-五股轉接道,國道1號,N
2023-09-14,22:15,A2,下塔悠出口匝道-環北交流道,國道1號_高架,S
2023-09-16,17:00,A2,圓山交流道-台北交流道,國道1號,N
2023-09-16,19:00,A2,環北交流道-五股轉接道,國道1號_高架,N
2023-09-19,15:15,A2,環北交流道-五股轉接道,國道1號_高架,S
2023-09-23,05:00,A2,大華系統交流道-五堵交流道,國道1號,N
2023-09-09,16:20,A2,圓山交流道-台北交流道,國道1號,N
2023-09-08,20:25,A2,五股交流道-泰山轉接道,國道1號,S
2023-09-22,07:35,A2,圓山交流道-台北交流道,國道1號,N
2023-09-10,15:30,A2,五堵交流道-汐止交流道,國道1號,S
2023-09-27,09:05,A2,內湖交流道-圓山交流道,國道1號,N
2023-09-27,14:35,A2,三重交流道-五股轉接道,國道1號,S
2023-10-02,11:00,A2,和美交流道-彰化系統交流道,國道3號,N
2023-10-03,10:35,A2,和美交流道-彰化系統交流道,國道3號,N
2023-10-06,15:15,A2,中投交流道-霧峰交流道,國道3號,N
2023-10-11,10:35,A2,彰化系統交流道-快官交流道,國道3號,N
2023-10-11,03:30,A2,快官交流道-烏日交流道,國道3號,N
2023-10-13,07:45,A2,彰化系統交流道-快官交流道,國道3號,S
2023-10-01,17:15,A2,和美交流道-彰化系統交流道,國道3號,S
2023-10-01,00:55,A2,中投交流道-霧峰交流道,國道3號,N
2023-10-11,00:10,A2,名間交流道-竹山交流道,國道3號,N
2023-10-07,18:00,A2,中投交流道-霧峰交流道,國道3號,N
2023-10-11,00:40,A2,霧峰系統交流道-草屯交流道,國道3號,S
2023-10-21,12:35,A2,中投交流道-霧峰交流道,國道3號,N
2023-10-22,17:15,A2,南投交流道-名間交流道,國道3號,N
2023-10-11,18:35,A2,中興交流道-南投交流道,國道3號,S
2023-10-07,02:00,A2,大甲交流道-中港系統交流道,國道3號,S
2023-10-06,20:25,A2,龍井交流道-和美交流道,國道3號,N
2023-10-31,17:35,A2,大甲交流道-中港系統交流道,國道3號,N
2023-10-31,15:50,A2,苑裡交流道-大甲交流道,國道3號,S
2023-10-22,07:25,A2,頭城交流道-宜蘭交流道,國道5號,N
2023-10-23,11:35,A2,石碇交流道-頭城交流道,國道5號,S
2023-10-15,18:20,A2,石碇交流道-頭城交流道,國道5號,N
2023-10-31,11:45,A2,石碇交流道-頭城交流道,國道5號,S
2023-10-01,16:05,A2,南深路出口匝道-木柵交流道,國道3號,S
2023-10-06,18:15,A2,新店交流道-安坑交流道,國道3號,S
2023-10-11,07:45,A2,南深路出口匝道-木柵交流道,國道3號,S
2023-10-11,08:20,A2,南深路出口匝道-木柵交流道,國道3號,S
2023-10-11,10:30,A2,新店交流道-安坑交流道,國道3號,N
2023-10-17,10:35,A2,新店交流道-安坑交流道,國道3號,N
2023-10-17,16:55,A2,南深路出口匝道-木柵交流道,國道3號,S
2023-10-24,17:15,A2,木柵交流道-新店交流道,國道3號,N
2023-10-24,20:15,A2,新店交流道-安坑交流道,國道3號,S
2023-10-05,00:05,A2,石碇交流道-頭城交流道,國道5號,N
2023-10-07,18:10,A2,瑪東系統交流道-汐止系統交流道,國道3號,S
2023-10-09,10:00,A2,基金交流道-瑪東系統交流道,國道3號,S
2023-10-11,09:00,A2,新台五路交流道-南港交流道,國道3號,N
2023-10-13,18:35,A2,南港系統交流道-石碇交流道,國道5號,N
2023-10-03,13:20,A2,竹山交流道-南雲交流道,國道3號,N
2023-10-09,07:50,A2,竹山交流道-南雲交流道,國道3號,N
2023-10-18,10:05,A2,梅山交流道-竹崎交流道,國道3號,S
2023-10-15,17:30,A2,梅山交流道-竹崎交流道,國道3號,N
2023-10-06,18:25,A2,水上系統交流道-白河交流道,國道3號,S
2023-10-09,10:10,A2,竹崎交流道-中埔交流道,國道3號,S
2023-10-30,12:10,A2,竹崎交流道-中埔交流道,國道3號,N
2023-10-09,17:05,A2,新化系統交流道-關廟交流道,國道3號,S
2023-10-12,17:50,A2,新化系統交流道-關廟交流道,國道3號,S
2023-10-27,18:05,A2,新化系統交流道-關廟交流道,國道3號,S
2023-10-31,22:25,A2,關廟交流道-田寮交流道,國道3號,N
2023-10-01,22:00,A2,樹林交流道-三鶯交流道,國道3號,N
2023-10-04,21:40,A2,土城交流道-樹林交流道,國道3號,N
2023-10-07,10:45,A2,中和交流道-土城交流道,國道3號,N
2023-10-07,23:00,A2,三鶯交流道-鶯歌系統交流道,國道3號,N
2023-10-08,21:45,A2,三鶯交流道-鶯歌系統交流道,國道3號,S
2023-10-10,18:20,A2,土城交流道-樹林交流道,國道3號,N
2023-10-10,18:25,A2,中和交流道-土城交流道,國道3號,N
2023-10-14,09:10,A2,安坑交流道-中和交流道,國道3號,N
2023-10-17,15:40,A2,三鶯交流道-鶯歌系統交流道,國道3號,S
2023-10-18,17:50,A2,中和交流道-土城交流道,國道3號,S
2023-10-19,18:40,A2,中和交流道-土城交流道,國道3號,S
2023-10-25,09:15,A2,土城交流道-樹林交流道,國道3號,S
2023-10-26,12:15,A2,三鶯交流道-鶯歌系統交流道,國道3號,S
2023-10-16,18:25,A2,土城交流道-樹林交流道,國道3號,N
2023-10-28,12:05,A2,樹林交流道-三鶯交流道,國道3號,N
2023-10-29,20:45,A2,土城交流道-樹林交流道,國道3號,N
2023-10-06,07:50,A2,鶯歌系統交流道-大溪交流道,國道3號,N
2023-10-13,16:55,A2,龍潭交流道-高原交流道,國道3號,N
2023-10-19,18:10,A2,大溪交流道-龍潭交流道,國道3號,S
2023-10-21,13:40,A2,三鶯交流道-鶯歌系統交流道,國道3號,N
2023-10-23,18:55,A2,龍潭交流道-高原交流道,國道3號,N
2023-10-28,11:00,A2,鶯歌系統交流道-大溪交流道,國道3號,S
2023-10-30,17:10,A2,鶯歌系統交流道-大溪交流道,國道3號,N
2023-10-01,15:45,A2,寶山交流道-新竹系統交流道,國道3號,N
2023-10-01,07:10,A2,關西交流道-竹林交流道,國道3號,N
2023-10-08,19:05,A2,新竹系統交流道-茄苳交流道,國道3號,N
2023-10-09,18:35,A2,關西交流道-竹林交流道,國道3號,S
2023-10-17,15:00,A2,關西交流道-竹林交流道,國道3號,N
2023-10-18,12:40,A2,關西交流道-竹林交流道,國道3號,S
2023-10-23,06:20,A2,關西交流道-竹林交流道,國道3號,N
2023-10-29,20:05,A2,竹林交流道-寶山交流道,國道3號,S
2023-10-02,19:00,A2,楠梓交流道-鼎金系統交流道,國道1號,N
2023-10-03,15:05,A2,高雄交流道-瑞隆路出口匝道,國道1號,N
2023-10-04,16:35,A2,鼎金系統交流道-高雄交流道,國道1號,N
2023-10-06,18:55,A2,鼎金系統交流道-高雄交流道,國道1號,N
2023-10-07,13:50,A2,路竹交流道-高科交流道,國道1號,S
2023-10-07,18:00,A2,鼎金系統交流道-高雄交流道,國道1號,S
2023-10-07,11:00,A2,楠梓交流道-鼎金系統交流道,國道1號,S
2023-10-12,07:05,A2,岡山交流道-楠梓交流道,國道1號,N
2023-10-13,21:50,A2,路竹交流道-高科交流道,國道1號,N
2023-10-14,09:40,A2,路竹交流道-高科交流道,國道1號,N
2023-10-14,13:00,A2,路竹交流道-高科交流道,國道1號,S
2023-10-13,19:00,A2,鼎金系統交流道-高雄交流道,國道1號,N
2023-10-06,08:40,A2,岡山交流道-楠梓交流道,國道1號,N
2023-10-06,16:20,A2,高科交流道-岡山交流道,國道1號,N
2023-10-26,14:40,A2,鼎金系統交流道-高雄交流道,國道1號,S
2023-10-04,05:05,A2,高雄交流道-瑞隆路出口匝道,國道1號,S
2023-10-27,13:05,A2,高科交流道-岡山交流道,國道1號,S
2023-10-28,21:45,A2,鼎金系統交流道-高雄交流道,國道1號,N
2023-10-27,15:45,A2,路竹交流道-高科交流道,國道1號,N
2023-10-01,09:30,A2,大灣交流道-仁德交流道,國道1號,N
2023-10-05,01:35,A2,仁德交流道-仁德系統交流道,國道1號,S
2023-10-06,19:10,A2,台南系統交流道-永康交流道,國道1號,S
2023-10-12,18:20,A2,台南系統交流道-永康交流道,國道1號,S
2023-10-14,13:50,A2,永康交流道-大灣交流道,國道1號,N
2023-10-14,13:10,A2,仁德系統交流道-路竹交流道,國道1號,S
2023-10-19,07:50,A2,仁德系統交流道-路竹交流道,國道1號,S
2023-10-21,10:15,A2,永康交流道-大灣交流道,國道1號,N
2023-10-24,17:55,A2,台南系統交流道-永康交流道,國道1號,N
2023-10-27,01:35,A2,台南系統交流道-永康交流道,國道1號,N
2023-10-27,10:00,A2,台南系統交流道-永康交流道,國道1號,S
2023-10-29,17:35,A2,永康交流道-大灣交流道,國道1號,N
2023-10-01,17:55,A2,嘉義系統交流道-新營交流道,國道1號,S
2023-10-06,16:10,A2,嘉義系統交流道-新營交流道,國道1號,N
2023-10-08,14:45,A2,新營交流道-下營系統交流道,國道1號,S
2023-10-10,14:30,A2,新營交流道-下營系統交流道,國道1號,S
2023-10-18,08:55,A2,嘉義系統交流道-新營交流道,國道1號,N
2023-10-18,07:10,A2,嘉義系統交流道-新營交流道,國道1號,S
2023-10-22,15:40,A2,下營系統交流道-麻豆交流道,國道1號,S
2023-10-29,18:05,A2,新營交流道-下營系統交流道,國道1號,S
2023-10-31,10:55,A2,水上交流道-嘉義系統交流道,國道1號,N
2023-10-26,13:30,A2,水上交流道-嘉義系統交流道,國道1號,S
2023-10-07,17:55,A2,嘉義交流道-水上交流道,國道1號,N
2023-10-08,21:05,A2,嘉義交流道-水上交流道,國道1號,S
2023-10-26,18:00,A2,大林交流道-民雄交流道,國道1號,N
2023-10-19,12:00,A2,民雄交流道-嘉義交流道,國道1號,S
2023-10-01,15:00,A2,員林交流道-北斗交流道,國道1號,S
2023-10-09,10:20,A2,北斗交流道-西螺交流道,國道1號,N
2023-10-15,17:00,A2,員林交流道-北斗交流道,國道1號,N
2023-10-17,22:05,A2,埔鹽系統交流道-員林交流道,國道1號,S
2023-10-18,21:05,A2,北斗交流道-西螺交流道,國道1號,N
2023-10-19,07:10,A2,南屯交流道-王田交流道,國道1號,N
2023-10-19,21:50,A2,員林交流道-北斗交流道,國道1號,S
2023-10-20,13:10,A2,彰化交流道-埔鹽系統交流道,國道1號,N
2023-10-21,17:20,A2,員林交流道-北斗交流道,國道1號,N
2023-10-15,18:15,A2,員林交流道-北斗交流道,國道1號,N
2023-10-23,17:30,A2,彰化交流道-埔鹽系統交流道,國道1號,S
2023-10-26,16:00,A2,南屯交流道-王田交流道,國道1號,N
2023-10-27,10:55,A2,彰化交流道-埔鹽系統交流道,國道1號,N
2023-10-28,16:05,A2,埔鹽系統交流道-員林交流道,國道1號,S
2023-10-28,15:55,A2,埔鹽系統交流道-員林交流道,國道1號,S
2023-10-28,16:40,A2,彰化交流道-埔鹽系統交流道,國道1號,N
2023-10-28,21:35,A2,王田交流道-彰化系統交流道,國道1號,S
2023-10-31,08:45,A2,北斗交流道-西螺交流道,國道1號,S
2023-10-31,08:10,A2,彰化交流道-埔鹽系統交流道,國道1號,N
2023-10-01,01:05,A2,三義交流道-后里交流道,國道1號,S
2023-10-01,21:10,A2,三義交流道-后里交流道,國道1號,N
2023-10-06,18:20,A2,台中系統交流道-豐原交流道,國道1號,S
2023-10-21,07:55,A2,台中系統交流道-豐原交流道,國道1號,S
2023-10-21,20:55,A2,大雅交流道-台中交流道,國道1號,S
2023-10-18,18:55,A2,大雅交流道-台中交流道,國道1號,S
2023-10-08,23:55,A2,銅鑼交流道-三義交流道,國道1號,N
2023-10-26,22:55,A2,三義交流道-后里交流道,國道1號,S
2023-10-02,20:10,A2,後龍交流道-通霄交流道,國道3號,N
2023-10-03,12:20,A2,竹南交流道-大山交流道,國道3號,N
2023-10-03,19:45,A2,後龍交流道-通霄交流道,國道3號,S
2023-10-06,07:45,A2,西濱交流道-竹南交流道,國道3號,N
2023-10-07,06:30,A2,後龍交流道-通霄交流道,國道3號,N
2023-10-10,15:40,A2,竹南交流道-大山交流道,國道3號,S
2023-10-22,14:40,A2,後龍交流道-通霄交流道,國道3號,N
2023-10-24,00:05,A2,大山交流道-後龍交流道,國道3號,N
2023-10-26,12:30,A2,後龍交流道-通霄交流道,國道3號,S
2023-10-28,05:50,A2,後龍交流道-通霄交流道,國道3號,N
2023-10-30,08:55,A2,後龍交流道-通霄交流道,國道3號,S
2023-10-01,15:15,A2,頭份交流道-頭屋交流道,國道1號,N
2023-10-04,04:50,A2,苗栗交流道-銅鑼交流道,國道1號,S
2023-10-05,21:40,A2,苗栗交流道-銅鑼交流道,國道1號,N
2023-10-09,11:35,A2,頭份交流道-頭屋交流道,國道1號,N
2023-10-25,05:45,A2,頭屋交流道-苗栗交流道,國道1號,S
2023-10-01,21:35,A2,湖口交流道-竹北交流道,國道1號,N
2023-10-02,18:20,A2,新竹系統交流道-頭份交流道,國道1號,S
2023-10-10,00:35,A2,楊梅交流道-高架道路楊梅端,國道1號,S
2023-10-10,16:05,A2,湖口交流道-竹北交流道,國道1號,S
2023-10-15,16:10,A2,竹北交流道-新竹交流道,國道1號,N
2023-10-15,17:50,A2,竹北交流道-新竹交流道,國道1號,N
2023-10-19,18:35,A2,竹北交流道-新竹交流道,國道1號,N
2023-10-21,09:15,A2,高架道路楊梅端-湖口交流道,國道1號,S
2023-10-21,10:45,A2,高架道路楊梅端-湖口交流道,國道1號,S
2023-10-21,00:50,A2,湖口交流道-竹北交流道,國道1號,N
2023-10-25,11:30,A2,高架道路楊梅端-湖口交流道,國道1號,N
2023-10-27,07:00,A2,竹北交流道-新竹交流道,國道1號,S
2023-10-16,07:45,A2,新竹交流道-新竹系統交流道,國道1號,S
2023-10-29,16:10,A2,竹北交流道-新竹交流道,國道1號,N
2023-10-30,16:35,A2,高架道路楊梅端-湖口交流道,國道1號,S
2023-10-25,13:15,A2,高架道路楊梅端-湖口交流道,國道1號,N
2023-10-05,03:00,A2,汐止系統交流道-高架道路汐止端,國道1號,N
2023-10-05,21:00,A2,八堵交流道-大華系統交流道,國道1號,S
2023-10-12,03:30,A2,五堵交流道-汐止交流道,國道1號,N
2023-10-18,19:10,A2,環北交流道-五股轉接道,國道1號_高架,S
2023-10-22,15:35,A2,堤頂交流道-下塔悠出口匝道,國道1號_高架,S
2023-10-24,23:35,A2,下塔悠出口匝道-環北交流道,國道1號_高架,N
2023-10-29,19:30,A2,三重交流道-五股轉接道,國道1號,N
2023-10-30,13:25,A2,圓山交流道-台北交流道,國道1號,N
2023-10-06,13:15,A2,圓山交流道-台北交流道,國道1號,N
2023-10-07,23:30,A2,汐止端-堤頂交流道,國道1號_高架,N
2023-10-03,20:30,A2,機場系統交流道-內壢交流道,國道1號,S
2023-10-03,22:50,A2,平鎮系統交流道-幼獅交流道,國道1號,N
2023-10-07,22:35,A2,機場系統交流道-中壢轉接道,國道1號_高架,N
2023-10-02,07:15,A2,機場系統交流道-內壢交流道,國道1號,N
2023-10-08,16:40,A2,幼獅交流道-楊梅交流道,國道1號,S
2023-10-12,18:00,A2,機場系統交流道-中壢轉接道,國道1號_高架,S
2023-10-13,22:30,A2,機場系統交流道-內壢交流道,國道1號,S
2023-10-20,13:00,A2,機場系統交流道-內壢交流道,國道1號,N
2023-10-20,16:55,A2,桃園交流道-機場系統交流道,國道1號,N
2023-10-21,03:10,A2,中壢交流道-平鎮系統交流道,國道1號,S
2023-10-17,17:45,A2,楊梅交流道-高架道路楊梅端,國道1號,S
2023-10-20,22:00,A2,機場系統交流道-中壢轉接道,國道1號_高架,S
2023-10-27,17:50,A2,機場系統交流道-內壢交流道,國道1號,N
2023-10-27,14:00,A2,機場系統交流道-內壢交流道,國道1號,N
2023-10-20,19:45,A2,機場系統交流道-中壢轉接道,國道1號_高架,S
2023-10-28,17:55,A2,機場系統交流道-內壢交流道,國道1號,N
2023-10-08,13:50,A2,楊梅交流道-高架道路楊梅端,國道1號,S
2023-10-01,17:10,A2,泰山轉接道-機場系統交流道,國道1號_高架,S
2023-10-02,11:00,A2,林口交流道-桃園交流道,國道1號,N
2023-10-03,16:45,A2,林口交流道-桃園交流道,國道1號,S
2023-10-03,19:05,A2,五股轉接道-泰山轉接道,國道1號_高架,N
2023-10-01,10:45,A2,泰山轉接道-林口交流道,國道1號,S
2023-10-05,05:30,A2,林口交流道-桃園交流道,國道1號,N
2023-10-07,12:15,A2,泰山轉接道-林口交流道,國道1號,N
2023-10-07,20:25,A2,林口交流道-桃園交流道,國道1號,N
2023-10-08,17:15,A2,泰山轉接道-林口交流道,國道1號,S
2023-10-09,16:35,A2,五股轉接道-五股交流道,國道1號,N
2023-10-12,12:05,A2,桃園交流道-機場系統交流道,國道1號,S
2023-10-05,08:45,A2,桃園交流道-機場系統交流道,國道1號,S
2023-10-12,03:55,A2,泰山轉接道-林口交流道,國道1號,N
2023-10-15,18:15,A2,五股交流道-泰山轉接道,國道1號,S
2023-10-17,09:30,A2,五股轉接道-五股交流道,國道1號,N
2023-10-17,10:20,A2,五股轉接道-泰山轉接道,國道1號_高架,N
2023-10-12,15:30,A2,泰山轉接道-機場系統交流道,國道1號_高架,S
2023-10-17,18:30,A2,桃園交流道-機場系統交流道,國道1號,S
2023-10-18,12:45,A2,泰山轉接道-林口交流道,國道1號,N
2023-10-16,22:10,A2,泰山轉接道-機場系統交流道,國道1號_高架,S
2023-10-19,04:20,A2,林口交流道-桃園交流道,國道1號,N
2023-10-19,18:05,A2,泰山轉接道-機場系統交流道,國道1號_高架,N
2023-10-20,15:35,A2,泰山轉接道-林口交流道,國道1號,N
2023-10-21,09:50,A2,桃園交流道-機場系統交流道,國道1號,S
2023-10-20,14:30,A2,泰山轉接道-林口交流道,國道1號,N
2023-10-24,15:15,A2,林口交流道-桃園交流道,國道1號,N
2023-10-26,11:35,A2,桃園交流道-機場系統交流道,國道1號,S
2023-10-28,16:35,A2,五股轉接道-五股交流道,國道1號,N
2023-10-29,19:50,A2,五股交流道-泰山轉接道,國道1號,S
2023-10-27,17:15,A2,環北交流道-五股轉接道,國道1號_高架,N
2023-10-25,21:30,A2,林口交流道-桃園交流道,國道1號,N
2023-10-29,20:40,A2,五股轉接道-五股交流道,國道1號,N
2023-10-27,19:25,A2,林口交流道-桃園交流道,國道1號,N
2023-10-13,07:40,A2,五股轉接道-泰山轉接道,國道1號_高架,N
2023-10-23,07:15,A2,林口交流道-桃園交流道,國道1號,N
2023-10-11,22:45,A2,五股交流道-泰山轉接道,國道1號,N
2023-10-07,22:50,A2,泰山轉接道-機場系統交流道,國道1號_高架,S
2023-10-05,04:00,A2,內湖交流道-圓山交流道,國道1號,S
2023-10-06,23:00,A2,汐止系統交流道-高架道路汐止端,國道1號,N
2023-10-07,17:05,A2,汐止系統交流道-高架道路汐止端,國道1號,N
2023-10-08,18:15,A2,堤頂交流道-下塔悠出口匝道,國道1號_高架,S
2023-10-12,10:10,A2,三重交流道-五股轉接道,國道1號,S
2023-10-14,16:00,A2,汐止系統交流道-高架道路汐止端,國道1號,S
2023-10-15,20:30,A2,環北交流道-五股轉接道,國道1號_高架,N
2023-10-18,16:20,A2,環北交流道-五股轉接道,國道1號_高架,N
2023-10-21,17:25,A2,基隆交流道-八堵交流道,國道1號,N
2023-10-24,13:25,A2,三重交流道-五股轉接道,國道1號,S
2023-10-25,13:50,A2,圓山交流道-台北交流道,國道1號,N
2023-10-25,18:00,A2,汐止端-堤頂交流道,國道1號_高架,N
2023-10-30,14:00,A2,圓山交流道-台北交流道,國道1號,N
2023-10-31,13:45,A2,高架道路汐止端-東湖交流道,國道1號,S
2023-10-31,14:30,A2,五堵交流道-汐止交流道,國道1號,N
2023-10-26,16:40,A2,環北交流道-五股轉接道,國道1號_高架,S
2023-10-05,21:55,A2,高架道路汐止端-東湖交流道,國道1號,N
2023-11-24,17:50,A2,中投交流道-霧峰交流道,國道3號,N
2023-11-25,11:20,A2,快官交流道-烏日交流道,國道3號,S
2023-11-27,16:55,A2,中投交流道-霧峰交流道,國道3號,S
2023-11-25,11:15,A2,和美交流道-彰化系統交流道,國道3號,N
2023-11-30,13:25,A2,彰化系統交流道-快官交流道,國道3號,S
2023-11-05,15:10,A2,南投交流道-名間交流道,國道3號,N
2023-11-13,17:00,A2,中投交流道-霧峰交流道,國道3號,N
2023-11-14,18:15,A2,中投交流道-霧峰交流道,國道3號,N
2023-11-11,10:20,A2,大甲交流道-中港系統交流道,國道3號,N
2023-11-13,21:25,A2,苑裡交流道-大甲交流道,國道3號,S
2023-11-15,10:50,A2,苑裡交流道-大甲交流道,國道3號,S
2023-11-25,15:10,A2,大甲交流道-中港系統交流道,國道3號,S
2023-11-16,11:50,A2,石碇交流道-頭城交流道,國道5號,S
2023-11-24,19:55,A2,頭城交流道-宜蘭交流道,國道5號,S
2023-11-25,03:10,A2,石碇交流道-頭城交流道,國道5號,N
2023-11-25,13:35,A2,石碇交流道-頭城交流道,國道5號,S
2023-11-25,16:45,A2,石碇交流道-頭城交流道,國道5號,N
2023-11-30,18:00,A2,宜蘭交流道-羅東交流道,國道5號,S
2023-11-25,16:50,A2,石碇交流道-頭城交流道,國道5號,N
2023-11-05,20:00,A2,新店交流道-安坑交流道,國道3號,S
2023-11-11,14:40,A2,南港交流道-南港系統交流道,國道3號,N
2023-11-17,19:15,A2,南港交流道-南港系統交流道,國道3號,S
2023-11-25,08:35,A2,南深路出口匝道-木柵交流道,國道3號,N
2023-11-26,10:05,A2,南港交流道-南港系統交流道,國道3號,S
2023-11-29,18:45,A2,木柵交流道-新店交流道,國道3號,S
2023-11-07,18:35,A2,基金交流道-瑪東系統交流道,國道3號,N
2023-11-11,02:00,A2,瑪東系統交流道-汐止系統交流道,國道3號,S
2023-11-15,09:30,A2,瑪東系統交流道-汐止系統交流道,國道3號,S
2023-11-22,02:20,A2,石碇交流道-頭城交流道,國道5號,N
2023-11-22,05:50,A2,瑪東系統交流道-汐止系統交流道,國道3號,N
2023-11-08,07:15,A2,瑪東系統交流道-汐止系統交流道,國道3號,S
2023-11-30,08:25,A2,瑪東系統交流道-汐止系統交流道,國道3號,S
2023-11-25,00:20,A2,南港系統交流道-石碇交流道,國道5號,N
2023-11-08,17:10,A2,梅山交流道-竹崎交流道,國道3號,S
2023-11-14,13:55,A2,梅山交流道-竹崎交流道,國道3號,S
2023-11-05,19:00,A2,柳營交流道-烏山頭交流道,國道3號,S
2023-11-26,16:20,A2,烏山頭交流道-官田系統交流道,國道3號,S
2023-11-29,10:55,A2,柳營交流道-烏山頭交流道,國道3號,N
2023-11-15,10:30,A2,關廟交流道-田寮交流道,國道3號,S
2023-11-17,14:20,A2,關廟交流道-田寮交流道,國道3號,N
2023-11-27,07:30,A2,善化交流道-新化系統交流道,國道3號,N
2023-11-29,09:00,A2,新化系統交流道-關廟交流道,國道3號,N
2023-11-03,15:05,A2,中和交流道-土城交流道,國道3號,N
2023-11-04,09:45,A2,三鶯交流道-鶯歌系統交流道,國道3號,S
2023-11-06,06:50,A2,樹林交流道-三鶯交流道,國道3號,N
2023-11-01,09:10,A2,安坑交流道-中和交流道,國道3號,S
2023-11-03,10:00,A2,土城交流道-樹林交流道,國道3號,S
2023-11-10,15:50,A2,中和交流道-土城交流道,國道3號,N
2023-11-10,20:40,A2,中和交流道-土城交流道,國道3號,S
2023-11-12,20:35,A2,三鶯交流道-鶯歌系統交流道,國道3號,N
2023-11-15,15:10,A2,土城交流道-樹林交流道,國道3號,N
2023-11-16,17:25,A2,土城交流道-樹林交流道,國道3號,S
2023-11-21,14:20,A2,三鶯交流道-鶯歌系統交流道,國道3號,S
2023-11-22,18:10,A2,新店交流道-安坑交流道,國道3號,S
2023-11-24,15:30,A2,中和交流道-土城交流道,國道3號,S
2023-11-26,21:15,A2,中和交流道-土城交流道,國道3號,N
2023-11-01,11:20,A2,鶯歌系統交流道-大溪交流道,國道3號,S
2023-11-06,00:25,A2,鶯歌系統交流道-大溪交流道,國道3號,S
2023-11-06,06:30,A2,龍潭交流道-高原交流道,國道3號,S
2023-11-10,18:40,A2,大溪交流道-龍潭交流道,國道3號,N
2023-11-13,18:55,A2,鶯歌系統交流道-大溪交流道,國道3號,S
2023-11-15,07:50,A2,大溪交流道-龍潭交流道,國道3號,N
2023-11-28,18:30,A2,鶯歌系統交流道-大溪交流道,國道3號,N
2023-11-28,11:45,A2,鶯歌系統交流道-大溪交流道,國道3號,S
2023-11-03,08:30,A2,茄苳交流道-香山交流道,國道3號,S
2023-11-07,02:10,A2,關西交流道-竹林交流道,國道3號,N
2023-11-09,08:00,A2,茄苳交流道-香山交流道,國道3號,S
2023-11-08,12:55,A2,關西交流道-竹林交流道,國道3號,S
2023-11-20,06:55,A2,新竹系統交流道-茄苳交流道,國道3號,N
2023-11-18,11:55,A2,茄苳交流道-香山交流道,國道3號,N
2023-11-14,07:45,A2,高原交流道-關西交流道,國道3號,S
2023-11-04,20:15,A2,新竹系統交流道-茄苳交流道,國道3號,N
2023-11-27,18:15,A2,新竹系統交流道-茄苳交流道,國道3號,N
2023-11-29,10:35,A2,高原交流道-關西交流道,國道3號,S
2023-11-30,06:40,A2,關西交流道-竹林交流道,國道3號,S
2023-11-20,11:35,A2,高原交流道-關西交流道,國道3號,S
2023-11-19,20:20,A2,田寮交流道-燕巢系統交流道,國道3號,S
2023-11-03,22:00,A2,楠梓交流道-鼎金系統交流道,國道1號,N
2023-11-04,13:45,A2,高科交流道-岡山交流道,國道1號,S
2023-11-04,13:40,A2,高科交流道-岡山交流道,國道1號,S
2023-11-07,10:05,A2,高科交流道-岡山交流道,國道1號,N
2023-11-14,10:10,A2,鼎金系統交流道-高雄交流道,國道1號,S
2023-11-16,07:15,A2,路竹交流道-高科交流道,國道1號,S
2023-11-16,14:20,A2,鼎金系統交流道-高雄交流道,國道1號,N
2023-11-16,09:15,A2,五甲交流道-高雄端,國道1號,S
2023-11-14,15:30,A2,岡山交流道-楠梓交流道,國道1號,S
2023-11-21,16:05,A2,楠梓交流道-鼎金系統交流道,國道1號,S
2023-11-22,08:00,A2,鼎金系統交流道-高雄交流道,國道1號,S
2023-11-22,17:35,A2,鼎金系統交流道-高雄交流道,國道1號,S
2023-11-23,07:30,A2,高科交流道-岡山交流道,國道1號,N
2023-11-28,10:35,A2,楠梓交流道-鼎金系統交流道,國道1號,S
